Ялта,2016-01-01,2:00,-8,-10,ясно; без осадков,768,68,северо-западный,2
Евпатория,2016-02-21,20:00,5,7,пасмурно; без осадков,761,81,юго-восточный,7
Саки,2016-02-21,2:00,-1,1,пасмурно; без осадков,764,71,северо-восточный,3
Саки,2016-02-21,8:00,-1,1,пасмурно; без осадков,763,70,северо-восточный,3
Саки,2016-02-21,14:00,5,7,пасмурно; без осадков,761,64,юго-западный,2
Саки,2016-02-21,20:00,4,6,пасмурно; без осадков,761,79,юго-восточный,3
Керчь,2016-02-21,2:00,0,2,ясно; без осадков,764,72,северо-восточный,4
Керчь,2016-02-21,8:00,0,2,облачно; без осадков,764,69,северо-восточный,6
Керчь,2016-02-21,14:00,1,3,малооблачно; без осадков,762,71,северо-восточный,5
Керчь,2016-02-21,20:00,1,3,пасмурно; без осадков,763,81,северо-восточный,2
Красноперекопск,2016-02-21,2:00,0,-2,облачно; без осадков,764,83,северо-восточный,2
Красноперекопск,2016-02-21,8:00,-1,1,облачно; без осадков,764,81,северо-восточный,2
Красноперекопск,2016-02-21,14:00,2,4,пасмурно; без осадков,762,69,восточный,1
Красноперекопск,2016-02-21,20:00,1,3,пасмурно; без осадков,762,77,восточный,3
Щелкино,2016-02-21,2:00,0,2,облачно; без осадков,761,70,северо-восточный,4
Щелкино,2016-02-21,8:00,0,2,ясно; без осадков,761,69,северо-восточный,4
Щелкино,2016-02-21,14:00,1,3,ясно; без осадков,759,68,северо-восточный,5
Щелкино,2016-02-21,20:00,0,2,облачно; без осадков,760,76,восточный,2
Симферополь,2016-02-21,2:00,-1,-3,малооблачно; без осадков,741,82,северо-восточный,1
Симферополь,2016-02-21,8:00,-1,1,малооблачно; без осадков,741,76,восточный,1
Симферополь,2016-02-21,14:00,4,6,пасмурно; без осадков,739,60,западный,2
Симферополь,2016-02-21,20:00,2,4,пасмурно; без осадков,740,81,юго-восточный,2
Судак,2016-02-21,2:00,-1,1,облачно; без осадков,761,79,северный,4
Судак,2016-02-21,8:00,0,2,ясно; без осадков,761,72,северный,4
Судак,2016-02-21,14:00,4,6,ясно; без осадков,759,55,восточный,2
Судак,2016-02-21,20:00,2,4,облачно; без осадков,761,78,южный,2
Феодосия,2016-02-21,2:00,-1,1,пасмурно; без осадков,764,77,северный,3
Феодосия,2016-02-21,8:00,0,2,ясно; без осадков,764,74,северный,4
Феодосия,2016-02-21,14:00,3,5,ясно; без осадков,762,56,северный,2
Феодосия,2016-02-21,20:00,1,3,малооблачно; без осадков,763,75,северо-восточный,1
Армянск,2016-02-21,2:00,-1,1,облачно; без осадков,764,80,северо-восточный,3
Армянск,2016-02-21,8:00,0,-2,облачно; без осадков,764,78,северо-восточный,2
Армянск,2016-02-21,14:00,0,2,пасмурно; без осадков,761,79,восточный,2
Армянск,2016-02-21,20:00,0,2,пасмурно; без осадков,761,83,восточный,3
Черноморское,2016-02-21,2:00,0,2,пасмурно; без осадков,764,71,северо-восточный,3
Черноморское,2016-02-21,8:00,0,2,пасмурно; без осадков,764,71,восточный,2
Черноморское,2016-02-21,14:00,1,3,пасмурно; без осадков,761,80,северо-восточный,2
Черноморское,2016-02-21,20:00,3,5,малооблачно; без осадков,761,87,северо-восточный,2
Севастополь,2016-02-21,2:00,2,4,пасмурно; без осадков,764,77,северо-восточный,1
Севастополь,2016-02-21,8:00,2,4,облачно; без осадков,764,74,северный,1
Севастополь,2016-02-21,14:00,4,6,пасмурно; без осадков,761,75,южный,4
Севастополь,2016-02-21,20:00,4,6,облачно; без осадков,761,84,южный,3
Ялта,2016-02-22,2:00,1,3,пасмурно; без осадков,762,93,западный,2
Ялта,2016-02-22,8:00,3,5,облачно; без осадков,764,84,западный,2
Ялта,2016-02-22,14:00,8,10,пасмурно; без осадков,764,80,юго-западный,4
Ялта,2016-02-22,20:00,5,7,облачно; без осадков,765,94,юго-западный,2
Алушта,2016-02-22,2:00,2,4,облачно; без осадков,760,89,западный,1
Алушта,2016-02-22,8:00,3,5,ясно; без осадков,761,81,западный,1
Алушта,2016-02-22,14:00,9,11,облачно; без осадков,761,72,южный,3
Алушта,2016-02-22,20:00,5,7,ясно; без осадков,762,87,южный,2
Бахчисарай,2016-02-22,2:00,1,3,пасмурно; без осадков,743,97,южный,2
Бахчисарай,2016-02-22,8:00,3,5,пасмурно; без осадков,744,83,южный,4
Бахчисарай,2016-02-22,14:00,7,9,малооблачно; без осадков,745,70,южный,5
Бахчисарай,2016-02-22,20:00,4,6,ясно; без осадков,746,85,южный,5
Джанкой,2016-02-22,2:00,1,3,малооблачно; без осадков,761,85,южный,2
Джанкой,2016-02-22,8:00,2,4,малооблачно; без осадков,762,89,южный,4
Джанкой,2016-02-22,14:00,9,11,пасмурно; без осадков,762,60,южный,7
Джанкой,2016-02-22,20:00,5,7,ясно; без осадков,763,79,южный,6
Евпатория,2016-02-22,2:00,4,6,ясно; без осадков,762,85,юго-западный,5
Евпатория,2016-02-22,8:00,6,8,облачно; без осадков,762,82,южный,7
Евпатория,2016-02-22,14:00,7,9,ясно; без осадков,763,86,южный,9
Евпатория,2016-02-22,20:00,7,9,ясно; без осадков,764,86,южный,10
Саки,2016-02-22,2:00,2,4,малооблачно; без осадков,761,92,юго-западный,2
Саки,2016-02-22,8:00,4,6,пасмурно; без осадков,762,83,юго-восточный,5
Саки,2016-02-22,14:00,8,10,ясно; без осадков,763,71,южный,7
Саки,2016-02-22,20:00,6,8,ясно; без осадков,763,85,южный,7
Керчь,2016-02-22,2:00,1,3,ясно; без осадков,763,85,юго-западный,1
Керчь,2016-02-22,8:00,3,5,облачно; без осадков,764,86,юго-восточный,3
Керчь,2016-02-22,14:00,6,8,малооблачно; без осадков,764,73,южный,4
Керчь,2016-02-22,20:00,5,7,ясно; без осадков,765,83,южный,8
Красноперекопск,2016-02-22,2:00,-1,1,ясно; без осадков,761,91,южный,2
Красноперекопск,2016-02-22,8:00,2,4,облачно; без осадков,761,87,южный,4
Красноперекопск,2016-02-22,14:00,8,10,пасмурно; без осадков,762,66,южный,7
Красноперекопск,2016-02-22,20:00,5,7,ясно; без осадков,762,87,южный,7
Щелкино,2016-02-22,2:00,1,3,малооблачно; без осадков,759,80,юго-восточный,3
Щелкино,2016-02-22,8:00,2,4,ясно; без осадков,761,87,юго-западный,3
Щелкино,2016-02-22,14:00,6,8,ясно; без осадков,761,68,южный,4
Щелкино,2016-02-22,20:00,5,7,ясно; без осадков,761,88,южный,8
Симферополь,2016-02-22,2:00,1,3,пасмурно; без осадков,740,98,южный,4
Симферополь,2016-02-22,8:00,3,5,пасмурно; без осадков,740,79,южный,4
Симферополь,2016-02-22,14:00,7,9,пасмурно; без осадков,741,70,южный,6
Симферополь,2016-02-22,20:00,4,6,ясно; без осадков,742,77,южный,5
Судак,2016-02-22,2:00,3,5,пасмурно; без осадков,760,87,южный,3
Судак,2016-02-22,8:00,3,5,ясно; без осадков,761,76,северо-западный,1
Судак,2016-02-22,14:00,7,9,облачно; без осадков,761,76,южный,6
Судак,2016-02-22,20:00,5,7,облачно; без осадков,762,91,южный,7
Феодосия,2016-02-22,2:00,3,5,малооблачно; без осадков,762,82,южный,3
Феодосия,2016-02-22,8:00,3,5,ясно; без осадков,763,83,западный,1
Феодосия,2016-02-22,14:00,7,9,ясно; без осадков,764,68,южный,6
Феодосия,2016-02-22,20:00,6,8,ясно; без осадков,764,89,южный,8
Армянск,2016-02-22,2:00,0,2,малооблачно; без осадков,761,87,южный,2
Армянск,2016-02-22,8:00,2,4,облачно; без осадков,761,89,южный,5
Армянск,2016-02-22,14:00,6,8,облачно; без осадков,761,75,южный,7
