Ялта,2014-01-01,1:00,3,5,пасмурно; без осадков,769,85,северо-восточный,5
Черноморское,2014-02-08,7:00,5,7,облачно; без осадков,763,86,юго-восточный,7
Черноморское,2014-02-08,13:00,6,8,малооблачно; без осадков,761,88,южный,7
Черноморское,2014-02-08,19:00,6,8,облачно; без осадков,760,91,южный,7
Севастополь,2014-02-08,1:00,3,5,малооблачно; без осадков,764,82,южный,4
Севастополь,2014-02-08,7:00,4,6,ясно; без осадков,764,87,юго-восточный,6
Севастополь,2014-02-08,13:00,7,9,ясно; без осадков,763,79,южный,6
Севастополь,2014-02-08,19:00,7,9,облачно; без осадков,761,83,южный,6
Ялта,2014-02-10,1:00,8,10,малооблачно; без осадков,758,90,южный,6
Ялта,2014-02-10,7:00,9,11,пасмурно; дождь,757,91,южный,5
Ялта,2014-02-10,13:00,9,11,пасмурно; без осадков,757,92,южный,6
Ялта,2014-02-10,19:00,7,9,малооблачно; без осадков,758,95,юго-западный,5
Алушта,2014-02-10,1:00,7,9,малооблачно; без осадков,756,91,южный,5
Алушта,2014-02-10,7:00,8,10,пасмурно; дождь,755,92,южный,5
Алушта,2014-02-10,13:00,9,11,пасмурно; без осадков,755,93,южный,6
Алушта,2014-02-10,19:00,6,8,облачно; без осадков,756,96,южный,4
Бахчисарай,2014-02-10,1:00,7,9,малооблачно; без осадков,740,91,южный,6
Бахчисарай,2014-02-10,7:00,7,9,пасмурно; дождь,739,91,южный,5
Бахчисарай,2014-02-10,13:00,7,9,пасмурно; без осадков,739,92,южный,6
Бахчисарай,2014-02-10,19:00,5,7,облачно; без осадков,740,95,юго-западный,5
Джанкой,2014-02-10,1:00,5,7,облачно; без осадков,758,95,южный,4
Джанкой,2014-02-10,7:00,6,8,пасмурно; без осадков,757,95,южный,4
Джанкой,2014-02-10,13:00,8,10,пасмурно; без осадков,757,94,южный,5
Джанкой,2014-02-10,19:00,5,7,облачно; без осадков,758,96,южный,4
Евпатория,2014-02-10,1:00,8,10,малооблачно; без осадков,758,92,южный,7
Евпатория,2014-02-10,7:00,8,10,пасмурно; дождь,757,92,южный,7
Евпатория,2014-02-10,13:00,8,10,пасмурно; без осадков,756,93,южный,7
Евпатория,2014-02-10,19:00,7,9,малооблачно; без осадков,758,92,юго-западный,5
Саки,2014-02-10,1:00,8,10,малооблачно; без осадков,757,92,южный,6
Саки,2014-02-10,7:00,8,10,пасмурно; дождь,756,92,южный,6
Саки,2014-02-10,13:00,9,11,пасмурно; без осадков,756,93,южный,6
Саки,2014-02-10,19:00,7,9,облачно; без осадков,758,94,южный,5
Керчь,2014-02-10,1:00,7,9,облачно; без осадков,760,89,южный,6
Керчь,2014-02-10,7:00,7,9,пасмурно; без осадков,759,88,южный,7
Керчь,2014-02-10,13:00,7,9,пасмурно; дождь,759,90,южный,5
Керчь,2014-02-10,19:00,7,9,пасмурно; без осадков,760,92,юго-восточный,6
Красноперекопск,2014-02-10,1:00,4,6,малооблачно; без осадков,757,96,южный,4
Красноперекопск,2014-02-10,7:00,6,8,пасмурно; без осадков,756,96,южный,4
Красноперекопск,2014-02-10,13:00,7,9,пасмурно; без осадков,756,95,южный,5
Красноперекопск,2014-02-10,19:00,5,7,облачно; без осадков,758,96,южный,3
Щелкино,2014-02-10,1:00,7,9,облачно; без осадков,756,91,южный,6
Щелкино,2014-02-10,7:00,7,9,пасмурно; без осадков,755,91,южный,6
Щелкино,2014-02-10,13:00,7,9,пасмурно; дождь,755,93,южный,5
Щелкино,2014-02-10,19:00,7,9,пасмурно; без осадков,756,95,южный,6
Симферополь,2014-02-10,1:00,6,8,малооблачно; без осадков,736,92,южный,5
Симферополь,2014-02-10,7:00,7,9,пасмурно; дождь,735,92,южный,4
Симферополь,2014-02-10,13:00,7,9,пасмурно; без осадков,735,93,южный,5
Симферополь,2014-02-10,19:00,5,7,пасмурно; без осадков,737,97,южный,4
Судак,2014-02-10,1:00,6,8,малооблачно; без осадков,756,95,южный,3
Судак,2014-02-10,7:00,7,9,пасмурно; без осадков,755,96,южный,3
Судак,2014-02-10,13:00,8,10,пасмурно; без осадков,755,96,южный,5
Судак,2014-02-10,19:00,5,7,облачно; без осадков,757,98,южный,4
Феодосия,2014-02-10,1:00,7,9,малооблачно; без осадков,759,94,южный,4
Феодосия,2014-02-10,7:00,7,9,пасмурно; без осадков,758,94,южный,4
Феодосия,2014-02-10,13:00,8,10,пасмурно; дождь,758,95,южный,5
Феодосия,2014-02-10,19:00,6,8,пасмурно; без осадков,759,97,южный,4
Армянск,2014-02-10,1:00,4,6,облачно; без осадков,756,96,юго-восточный,4
Армянск,2014-02-10,7:00,6,8,пасмурно; без осадков,755,97,южный,4
Армянск,2014-02-10,13:00,7,9,пасмурно; без осадков,755,95,южный,5
Армянск,2014-02-10,19:00,5,7,облачно; без осадков,757,96,южный,3
Черноморское,2014-02-10,1:00,7,9,малооблачно; без осадков,756,94,южный,7
Черноморское,2014-02-10,7:00,7,9,пасмурно; дождь,755,94,южный,9
Черноморское,2014-02-10,13:00,7,9,пасмурно; без осадков,755,94,южный,7
Черноморское,2014-02-10,19:00,6,8,малооблачно; без осадков,757,92,юго-западный,5
Севастополь,2014-02-10,1:00,8,10,малооблачно; без осадков,757,90,южный,7
Севастополь,2014-02-10,7:00,8,10,пасмурно; дождь,756,91,южный,7
Севастополь,2014-02-10,13:00,7,9,пасмурно; без осадков,756,92,южный,7
Севастополь,2014-02-10,19:00,7,9,малооблачно; без осадков,758,91,юго-западный,6
Ялта,2014-02-06,1:00,0,2,ясно; без осадков,767,69,северо-восточный,4
Ялта,2014-02-06,7:00,0,2,ясно; без осадков,766,68,северо-восточный,4
Ялта,2014-02-06,13:00,5,7,ясно; без осадков,764,60,северо-восточный,2
Ялта,2014-02-06,19:00,1,3,ясно; без осадков,765,81,восточный,3
Алушта,2014-02-06,1:00,0,-2,ясно; без осадков,764,62,восточный,2
Алушта,2014-02-06,7:00,0,-2,ясно; без осадков,764,69,восточный,2
Алушта,2014-02-06,13:00,4,6,ясно; без осадков,762,59,северо-восточный,1
Алушта,2014-02-06,19:00,-1,1,ясно; без осадков,763,80,восточный,2
Бахчисарай,2014-02-06,1:00,-2,-4,ясно; без осадков,748,71,восточный,2
Бахчисарай,2014-02-06,7:00,0,-2,ясно; без осадков,747,61,восточный,3
Бахчисарай,2014-02-06,13:00,4,6,ясно; без осадков,746,52,северо-восточный,1
Бахчисарай,2014-02-06,19:00,0,-2,ясно; без осадков,746,80,восточный,2
Джанкой,2014-02-06,1:00,-5,-7,ясно; без осадков,767,77,восточный,2
Джанкой,2014-02-06,7:00,-4,-6,облачно; без осадков,767,81,восточный,3
Джанкой,2014-02-06,13:00,2,4,облачно; без осадков,766,74,восточный,3
Джанкой,2014-02-06,19:00,0,-2,облачно; без осадков,766,88,восточный,3
Евпатория,2014-02-06,1:00,0,-2,ясно; без осадков,767,76,северо-восточный,2
Евпатория,2014-02-06,7:00,0,-2,ясно; без осадков,767,73,восточный,2
Евпатория,2014-02-06,13:00,3,5,ясно; без осадков,765,65,северо-восточный,1
Евпатория,2014-02-06,19:00,0,2,ясно; без осадков,766,80,северо-восточный,3
Саки,2014-02-06,1:00,-1,-3,ясно; без осадков,767,74,восточный,2
Саки,2014-02-06,7:00,0,-2,ясно; без осадков,767,66,восточный,2
Саки,2014-02-06,13:00,4,6,ясно; без осадков,764,56,северный,1
Саки,2014-02-06,19:00,-1,1,ясно; без осадков,765,81,северо-восточный,2
Керчь,2014-02-06,1:00,-1,1,облачно; без осадков,768,86,северо-восточный,4
Керчь,2014-02-06,7:00,-1,1,пасмурно; без осадков,768,90,северо-восточный,6
Керчь,2014-02-06,13:00,0,2,малооблачно; без осадков,767,80,северо-восточный,6
Керчь,2014-02-06,19:00,-1,1,малооблачно; без осадков,767,89,северо-восточный,5
Красноперекопск,2014-02-06,1:00,-9,-11,малооблачно; без осадков,768,92,восточный,3
