Ялта,2013-01-01,1:00,5,7,ясно; без осадков,761,83,северо-восточный,1
Феодосия,2013-02-23,7:00,3,5,пасмурно; без осадков,760,92,северо-восточный,6
Армянск,2013-02-23,1:00,3,5,пасмурно; без осадков,761,84,северо-восточный,8
Армянск,2013-02-23,7:00,2,4,пасмурно; без осадков,762,85,северо-восточный,9
Черноморское,2013-02-23,1:00,3,5,пасмурно; без осадков,760,86,северо-восточный,10
Черноморское,2013-02-23,7:00,1,3,пасмурно; без осадков,761,87,северо-восточный,11
Севастополь,2013-02-23,1:00,5,7,пасмурно; без осадков,758,88,северо-восточный,8
Севастополь,2013-02-23,7:00,5,7,пасмурно; без осадков,758,88,северо-восточный,9
Ялта,2013-02-24,1:00,4,6,малооблачно; без осадков,761,87,северо-восточный,6
Ялта,2013-02-24,13:00,5,7,малооблачно; без осадков,764,78,северо-восточный,5
Алушта,2013-02-24,1:00,3,5,малооблачно; без осадков,764,89,северо-восточный,5
Алушта,2013-02-24,13:00,4,6,облачно; без осадков,767,78,северо-восточный,5
Бахчисарай,2013-02-24,1:00,1,3,облачно; без осадков,751,87,северо-восточный,6
Бахчисарай,2013-02-24,13:00,3,5,облачно; без осадков,754,75,северо-восточный,5
Джанкой,2013-02-24,1:00,1,3,облачно; без осадков,767,85,северо-восточный,6
Джанкой,2013-02-24,13:00,1,3,пасмурно; без осадков,770,77,северо-восточный,6
Евпатория,2013-02-24,1:00,1,3,пасмурно; без осадков,767,85,северо-восточный,7
Евпатория,2013-02-24,13:00,3,5,облачно; без осадков,770,76,северо-восточный,5
Саки,2013-02-24,1:00,1,3,облачно; без осадков,766,86,северо-восточный,6
Саки,2013-02-24,13:00,3,5,облачно; без осадков,769,74,северо-восточный,5
Керчь,2013-02-24,1:00,1,3,ясно; без осадков,767,81,северо-восточный,9
Керчь,2013-02-24,13:00,2,4,облачно; без осадков,770,75,северо-восточный,7
Красноперекопск,2013-02-24,1:00,1,3,пасмурно; без осадков,768,83,северо-восточный,7
Красноперекопск,2013-02-24,13:00,1,3,пасмурно; без осадков,771,78,северо-восточный,7
Щелкино,2013-02-24,1:00,0,2,ясно; без осадков,767,83,северо-восточный,8
Щелкино,2013-02-24,13:00,1,3,пасмурно; без осадков,770,77,северо-восточный,7
Симферополь,2013-02-24,1:00,-1,1,малооблачно; без осадков,744,90,северо-восточный,4
Симферополь,2013-02-24,13:00,2,4,облачно; без осадков,747,73,северо-восточный,4
Судак,2013-02-24,1:00,1,3,ясно; без осадков,764,92,северный,4
Судак,2013-02-24,13:00,3,5,пасмурно; без осадков,768,80,северный,5
Феодосия,2013-02-24,1:00,1,3,ясно; без осадков,765,89,северный,5
Феодосия,2013-02-24,13:00,3,5,пасмурно; без осадков,769,77,северный,5
Армянск,2013-02-24,1:00,0,2,облачно; без осадков,767,81,северо-восточный,7
Армянск,2013-02-24,13:00,1,3,пасмурно; без осадков,770,77,северо-восточный,7
Черноморское,2013-02-24,1:00,2,4,пасмурно; без осадков,767,82,северо-восточный,8
Черноморское,2013-02-24,13:00,2,4,облачно; без осадков,770,80,северо-восточный,7
Севастополь,2013-02-24,1:00,4,6,облачно; без осадков,764,85,северо-восточный,7
Севастополь,2013-02-24,13:00,6,8,малооблачно; без осадков,767,78,северо-восточный,5
Ялта,2013-02-25,1:00,3,5,облачно; без осадков,765,87,северо-восточный,5
Ялта,2013-02-25,7:00,5,7,облачно; без осадков,764,85,северо-восточный,5
Ялта,2013-02-25,19:00,6,8,облачно; без осадков,765,89,северо-восточный,6
Алушта,2013-02-25,1:00,2,4,малооблачно; без осадков,770,88,северо-восточный,3
Алушта,2013-02-25,7:00,5,7,облачно; без осадков,769,87,северо-восточный,4
Алушта,2013-02-25,19:00,6,8,облачно; без осадков,769,90,северо-восточный,5
Бахчисарай,2013-02-25,1:00,0,-2,малооблачно; без осадков,756,88,северо-восточный,4
Бахчисарай,2013-02-25,7:00,1,3,малооблачно; без осадков,755,86,северо-восточный,5
Бахчисарай,2013-02-25,19:00,3,5,малооблачно; без осадков,756,90,северо-восточный,6
Джанкой,2013-02-25,1:00,0,2,облачно; без осадков,772,89,северо-восточный,5
Джанкой,2013-02-25,7:00,1,3,пасмурно; без осадков,772,88,северо-восточный,6
Джанкой,2013-02-25,19:00,2,4,пасмурно; без осадков,773,86,северо-восточный,6
Евпатория,2013-02-25,1:00,1,3,малооблачно; без осадков,771,87,северо-восточный,5
Евпатория,2013-02-25,7:00,2,4,ясно; без осадков,771,88,северо-восточный,5
Евпатория,2013-02-25,19:00,3,5,ясно; без осадков,771,88,северо-восточный,7
Саки,2013-02-25,1:00,0,2,малооблачно; без осадков,770,88,северо-восточный,4
Саки,2013-02-25,7:00,2,4,ясно; без осадков,770,88,северо-восточный,5
Саки,2013-02-25,19:00,4,6,ясно; без осадков,770,89,северо-восточный,6
Керчь,2013-02-25,1:00,2,4,пасмурно; без осадков,772,85,северо-восточный,7
Керчь,2013-02-25,7:00,2,4,пасмурно; без осадков,772,87,северо-восточный,7
Керчь,2013-02-25,19:00,4,6,малооблачно; без осадков,773,81,северо-восточный,7
Красноперекопск,2013-02-25,1:00,0,2,малооблачно; без осадков,773,88,северо-восточный,6
Красноперекопск,2013-02-25,7:00,1,3,пасмурно; без осадков,773,87,северо-восточный,6
Красноперекопск,2013-02-25,19:00,1,3,пасмурно; без осадков,773,85,северо-восточный,7
Щелкино,2013-02-25,1:00,1,3,пасмурно; без осадков,772,85,северо-восточный,6
Щелкино,2013-02-25,7:00,2,4,пасмурно; без осадков,773,88,северо-восточный,7
Щелкино,2013-02-25,19:00,4,6,пасмурно; без осадков,773,83,северо-восточный,7
Симферополь,2013-02-25,1:00,-2,-4,ясно; без осадков,749,91,северо-восточный,3
Симферополь,2013-02-25,7:00,0,2,ясно; без осадков,749,87,северо-восточный,3
Симферополь,2013-02-25,19:00,2,4,малооблачно; без осадков,749,92,северо-восточный,4
Судак,2013-02-25,1:00,1,3,облачно; без осадков,770,91,северо-восточный,1
Судак,2013-02-25,7:00,3,5,пасмурно; без осадков,770,91,северо-восточный,2
Судак,2013-02-25,19:00,4,6,пасмурно; без осадков,770,90,северо-восточный,3
Феодосия,2013-02-25,1:00,1,3,облачно; без осадков,771,89,северо-восточный,3
Феодосия,2013-02-25,7:00,3,5,пасмурно; без осадков,771,90,северо-восточный,3
