Ялта,2015-01-06,2:00,1,3,ясно; без осадков,757,75,северо-западный,5
Саки,2015-02-02,8:00,9,11,пасмурно; дождь,749,91,южный,7
Саки,2015-02-02,14:00,10,12,пасмурно; дождь,746,84,южный,6
Саки,2015-02-02,20:00,8,10,пасмурно; дождь,747,92,южный,6
Керчь,2015-02-02,2:00,13,15,облачно; без осадков,749,55,юго-западный,10
Керчь,2015-02-02,8:00,12,14,облачно; без осадков,752,71,юго-западный,8
Керчь,2015-02-02,14:00,11,13,облачно; дождь,749,73,юго-восточный,5
Керчь,2015-02-02,20:00,9,11,пасмурно; без осадков,749,77,южный,6
Красноперекопск,2015-02-02,2:00,8,10,пасмурно; без осадков,746,93,юго-западный,6
Красноперекопск,2015-02-02,8:00,4,6,пасмурно; без осадков,750,93,западный,1
Красноперекопск,2015-02-02,14:00,9,11,пасмурно; дождь,746,90,юго-восточный,6
Красноперекопск,2015-02-02,20:00,8,10,пасмурно; без осадков,747,91,южный,5
Щелкино,2015-02-02,2:00,11,13,ясно; без осадков,746,67,южный,12
Щелкино,2015-02-02,8:00,10,12,пасмурно; без осадков,748,78,южный,7
Щелкино,2015-02-02,14:00,10,12,малооблачно; без осадков,746,81,юго-восточный,3
Щелкино,2015-02-02,20:00,8,10,пасмурно; без осадков,745,80,южный,5
Симферополь,2015-02-02,2:00,9,11,пасмурно; дождь,727,90,южный,10
Симферополь,2015-02-02,8:00,8,10,пасмурно; дождь,729,92,южный,7
Симферополь,2015-02-02,14:00,11,13,пасмурно; без осадков,726,82,южный,2
Симферополь,2015-02-02,20:00,7,9,пасмурно; дождь,726,82,южный,5
Судак,2015-02-02,2:00,10,12,ясно; без осадков,747,85,южный,10
Судак,2015-02-02,8:00,10,12,облачно; дождь,749,90,юго-западный,8
Судак,2015-02-02,14:00,10,12,ясно; без осадков,746,90,южный,1
Судак,2015-02-02,20:00,9,11,пасмурно; дождь,746,88,юго-западный,4
Феодосия,2015-02-02,2:00,11,13,малооблачно; без осадков,749,75,южный,11
Феодосия,2015-02-02,8:00,11,13,облачно; без осадков,751,81,юго-западный,9
Феодосия,2015-02-02,14:00,11,13,ясно; без осадков,748,86,юго-восточный,3
Феодосия,2015-02-02,20:00,9,11,облачно; дождь,748,84,южный,3
Армянск,2015-02-02,2:00,4,6,облачно; без осадков,746,93,юго-западный,7
Армянск,2015-02-02,8:00,3,5,пасмурно; без осадков,749,92,юго-западный,1
Армянск,2015-02-02,14:00,7,9,пасмурно; дождь,746,93,юго-восточный,5
Армянск,2015-02-02,20:00,7,9,пасмурно; без осадков,746,91,южный,7
Черноморское,2015-02-02,2:00,5,7,ясно; без осадков,746,94,юго-западный,4
Черноморское,2015-02-02,8:00,4,6,пасмурно; дождь,749,95,восточный,1
Черноморское,2015-02-02,14:00,9,11,пасмурно; дождь,745,90,южный,10
Черноморское,2015-02-02,20:00,7,9,пасмурно; дождь,746,97,юго-западный,4
Севастополь,2015-02-02,2:00,10,12,облачно; дождь,749,88,южный,9
Севастополь,2015-02-02,8:00,10,12,пасмурно; дождь,750,90,южный,9
Севастополь,2015-02-02,14:00,10,12,пасмурно; дождь,748,90,южный,5
Севастополь,2015-02-02,20:00,9,11,пасмурно; дождь,748,88,южный,7
Ялта,2015-02-03,2:00,8,10,пасмурно; дождь,749,93,юго-западный,8
Ялта,2015-02-03,8:00,7,9,малооблачно; без осадков,752,88,западный,4
Ялта,2015-02-03,14:00,8,10,пасмурно; дождь,752,97,южный,7
Ялта,2015-02-03,20:00,7,9,пасмурно; без осадков,752,90,западный,7
Алушта,2015-02-03,2:00,7,9,пасмурно; без осадков,747,91,юго-западный,6
Алушта,2015-02-03,8:00,7,9,малооблачно; без осадков,749,92,западный,2
Алушта,2015-02-03,14:00,8,10,облачно; дождь,749,93,южный,7
Алушта,2015-02-03,20:00,7,9,пасмурно; без осадков,750,86,юго-западный,4
Бахчисарай,2015-02-03,2:00,6,8,пасмурно; дождь,731,95,южный,3
Бахчисарай,2015-02-03,8:00,3,5,пасмурно; без осадков,734,97,западный,1
Бахчисарай,2015-02-03,14:00,6,8,пасмурно; дождь,733,90,южный,4
Бахчисарай,2015-02-03,20:00,3,5,пасмурно; без осадков,736,99,западный,6
Джанкой,2015-02-03,2:00,6,8,пасмурно; без осадков,749,95,западный,5
Джанкой,2015-02-03,8:00,2,4,пасмурно; без осадков,752,85,юго-западный,4
Джанкой,2015-02-03,14:00,3,5,пасмурно; дождь,752,92,северо-восточный,2
Джанкой,2015-02-03,20:00,2,4,пасмурно; без осадков,753,97,западный,3
Евпатория,2015-02-03,2:00,4,6,пасмурно; без осадков,750,95,западный,5
Евпатория,2015-02-03,8:00,4,6,пасмурно; без осадков,752,78,западный,3
Евпатория,2015-02-03,14:00,5,7,пасмурно; дождь,752,91,северный,4
Евпатория,2015-02-03,20:00,3,5,пасмурно; дождь,755,94,западный,6
Саки,2015-02-03,2:00,4,6,пасмурно; без осадков,749,95,западный,3
Саки,2015-02-03,8:00,4,6,пасмурно; без осадков,752,86,западный,1
Саки,2015-02-03,14:00,7,9,пасмурно; дождь,751,90,юго-восточный,1
Саки,2015-02-03,20:00,3,5,пасмурно; дождь,754,95,западный,3
Керчь,2015-02-03,2:00,7,9,малооблачно; без осадков,750,89,южный,5
Керчь,2015-02-03,8:00,7,9,пасмурно; без осадков,752,94,южный,4
Керчь,2015-02-03,14:00,10,12,малооблачно; без осадков,752,78,южный,4
Керчь,2015-02-03,20:00,7,9,малооблачно; без осадков,753,86,южный,7
Красноперекопск,2015-02-03,2:00,2,4,пасмурно; без осадков,749,96,юго-западный,6
Красноперекопск,2015-02-03,8:00,2,4,пасмурно; без осадков,752,86,западный,2
Красноперекопск,2015-02-03,14:00,4,6,пасмурно; без осадков,752,77,северо-западный,1
Красноперекопск,2015-02-03,20:00,1,3,пасмурно; без осадков,754,92,западный,3
Щелкино,2015-02-03,2:00,6,8,пасмурно; без осадков,747,91,южный,4
Щелкино,2015-02-03,8:00,4,6,пасмурно; без осадков,749,95,северо-западный,4
Щелкино,2015-02-03,14:00,6,8,пасмурно; дождь,749,87,восточный,1
Щелкино,2015-02-03,20:00,6,8,облачно; без осадков,750,90,южный,7
Симферополь,2015-02-03,2:00,5,7,пасмурно; без осадков,728,97,южный,5
Симферополь,2015-02-03,8:00,3,5,пасмурно; без осадков,730,97,юго-западный,2
Симферополь,2015-02-03,14:00,7,9,пасмурно; дождь,729,86,южный,4
Симферополь,2015-02-03,20:00,3,5,пасмурно; без осадков,732,99,западный,7
Судак,2015-02-03,2:00,7,9,пасмурно; без осадков,747,92,юго-западный,7
Судак,2015-02-03,8:00,6,8,пасмурно; без осадков,749,96,северо-западный,1
Судак,2015-02-03,14:00,8,10,облачно; дождь,749,94,южный,8
Судак,2015-02-03,20:00,7,9,облачно; без осадков,751,87,юго-западный,7
Феодосия,2015-02-03,2:00,7,9,пасмурно; без осадков,749,87,юго-западный,7
Феодосия,2015-02-03,8:00,6,8,пасмурно; без осадков,752,93,северо-западный,3
Феодосия,2015-02-03,14:00,8,10,облачно; дождь,752,86,южный,9
Феодосия,2015-02-03,20:00,6,8,облачно; без осадков,752,92,южный,9
Армянск,2015-02-03,2:00,2,4,пасмурно; без осадков,749,95,западный,5
Армянск,2015-02-03,8:00,1,3,пасмурно; без осадков,752,88,западный,2
Армянск,2015-02-03,14:00,3,5,пасмурно; без осадков,751,74,северо-западный,1
Армянск,2015-02-03,20:00,1,3,пасмурно; без осадков,753,91,западный,4
Черноморское,2015-02-03,2:00,3,5,пасмурно; без осадков,749,92,западный,4
Черноморское,2015-02-03,8:00,3,5,пасмурно; без осадков,752,84,западный,1
Черноморское,2015-02-03,14:00,3,5,пасмурно; дождь,751,87,северный,4
Черноморское,2015-02-03,20:00,2,4,пасмурно; без осадков,755,87,западный,5
Севастополь,2015-02-03,2:00,7,9,пасмурно; дождь,750,96,западный,4
